project_key,summary,assignee,status,health,created,updated,discovery_first_generative_discovery_date,discovery_first_build_date,discovery_calendar_cycle_weeks,discovery_active_cycle_weeks,discovery_weeks_excluded,build_first_build_date,build_first_beta_or_live_date,build_calendar_cycle_weeks,build_active_cycle_weeks,build_weeks_excluded,discovery_effort,build_effort,build_complete_date,teams
HT-247,Contract Gen | Automatically send IDD upon creation,,07 Beta,Complete,2025-01-13T10:10:22.719-0500,2025-08-14T13:27:54.002-0400,,,,,0,,,,,0,,3.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10235', 'value': 'Complete', 'id': '10235'}"
HT-365,S3 | AVM .pdf (Hometap Support) Property Details,,07 Beta,Complete,2025-05-21T15:28:38.461-0400,2025-08-14T13:27:53.078-0400,2025-05-21T15:31:22.431-0400,2025-07-08T12:43:02.841-0400,6.84,6.84,0,2025-07-08T12:43:02.841-0400,2025-07-22T10:29:03.869-0400,1.99,1.99,0,,2.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10235', 'value': 'Complete', 'id': '10235'}"
HT-294,LOS S1 | Unify FE for Investments and Overview page Cards,,07 Beta,Complete,2025-03-03T11:08:19.560-0500,2025-08-05T12:41:01.300-0400,2025-03-03T11:25:33.890-0500,2025-04-15T17:04:14.077-0400,6.17,6.17,0,2025-04-15T17:04:14.077-0400,,21.16,21.16,0,,2.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10235', 'value': 'Complete', 'id': '10235'}"
HT-241,LOS S2 | Docs Proxy Service,,07 Beta,Complete,2025-01-10T09:23:50.615-0500,2025-08-05T12:40:56.967-0400,2025-01-14T11:57:25.254-0500,,34.18,34.18,0,,,,,0,,5.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10235', 'value': 'Complete', 'id': '10235'}"
HT-239,LOS S1 | Inquiry to use DigiFi’s Application,,07 Beta,Complete,2025-01-08T16:10:06.501-0500,2025-08-05T12:40:03.404-0400,2025-02-24T13:43:46.874-0500,,28.32,28.32,0,,,,,0,,2.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10235', 'value': 'Complete', 'id': '10235'}"
HT-414,DigiFi S5 M4| Co-applicant Estimate and Offer Experience,,04 Problem Discovery,On Hold,2025-06-24T12:31:13.275-0400,2025-07-30T13:58:38.824-0400,2025-06-24T12:35:17.850-0400,,11.19,11.19,0,,,,,0,,3.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10234', 'value': 'On Hold', 'id': '10234'}"
HT-466,S9 | Appraisals,,02 Generative Discovery,Unknown,2025-07-08T16:59:42.211-0400,2025-07-16T15:12:13.299-0400,2025-07-08T17:04:04.234-0400,,9.16,9.16,0,,,,,0,,,,
HT-76,HED | Homeowner Check-In,asigel@hometap.com,05 Solution Discovery,Complete,2024-09-12T13:09:47.230-0400,2025-06-17T07:41:57.221-0400,,,,,0,,,,,0,,5.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10235', 'value': 'Complete', 'id': '10235'}"
HT-303,Enforce Comments test Idea,,04 Problem Discovery,Unknown,2025-03-16T12:47:04.335-0400,2025-05-28T14:26:03.488-0400,2025-03-16T12:47:14.517-0400,2025-03-16T13:04:50.302-0400,0.0,0.0,0,2025-03-16T13:04:50.302-0400,2025-03-17T10:28:18.298-0400,0.13,0.13,0,,,,
HT-336,Test Marketing Site Idea,asigel@hometap.com,07 Beta,On Track,2025-04-29T10:40:05.300-0400,2025-04-29T13:33:29.087-0400,2025-04-29T10:41:14.302-0400,2025-04-29T11:08:32.144-0400,0.0,0.0,0,2025-04-29T11:08:32.144-0400,2025-04-29T11:09:39.190-0400,0.0,0.0,0,,2.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10233', 'value': 'On Track', 'id': '10233'}"
HT-12,Manage Home Valuations in Hub,,07 Beta,Unknown,2024-01-16T10:05:45.140-0500,2025-04-14T07:07:11.738-0400,,,,,0,,,,,0,,,,
HT-18,New Accounts Page,,05 Solution Discovery,On Hold,2024-08-26T13:23:16.707-0400,2025-04-14T07:07:11.081-0400,,,,,0,,,,,0,,,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10234', 'value': 'On Hold', 'id': '10234'}"
HT-19,Homepage v3,,07 Beta,Complete,2024-08-26T13:24:08.772-0400,2025-04-14T07:07:10.988-0400,,,,,0,,,,,0,,,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10235', 'value': 'Complete', 'id': '10235'}"
HT-35,Homeowner Email Change MVP,,02 Generative Discovery,Unknown,2024-08-30T06:18:49.129-0400,2025-04-14T07:07:10.766-0400,,,,,0,,,,,0,,3.0,,
HT-69,Featured Offers Page Revamp,,02 Generative Discovery,Unknown,2024-09-12T12:58:11.547-0400,2025-04-14T07:07:10.198-0400,,,,,0,,,,,0,,2.0,,
HT-117,On-title Backfill,,02 Generative Discovery,Unknown,2024-10-03T15:04:38.435-0400,2025-04-14T07:07:09.604-0400,,,,,0,,,,,0,,,,
HT-157,Generative: ID Verification,,02 Generative Discovery,Unknown,2024-10-29T10:26:11.234-0400,2025-04-14T07:07:09.068-0400,2024-11-15T15:18:35.776-0500,,42.74,42.74,0,,,,,0,,,,
HT-261,LOS | IDP for Homeowner User Management,,04 Problem Discovery,On Hold,2025-01-22T09:45:53.270-0500,2025-04-14T07:07:07.661-0400,2025-01-22T09:51:06.180-0500,,33.05,33.05,0,,,,,0,,,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10234', 'value': 'On Hold', 'id': '10234'}"
HT-302,Test Idea,,02 Generative Discovery,Unknown,2025-03-16T10:11:20.141-0400,2025-04-14T07:07:07.435-0400,2025-03-16T10:33:19.282-0400,,25.48,25.48,0,,,,,0,,,,
HT-168,County Data for Salesforce,,05 Solution Discovery,On Hold,2024-11-05T14:30:27.215-0500,2025-04-09T13:36:48.185-0400,2024-11-22T15:53:19.482-0500,,41.73,41.73,0,,,,,0,,2.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10234', 'value': 'On Hold', 'id': '10234'}"
HT-218,HTDC | Ambassador Program Landing Page,,05 Solution Discovery,On Hold,2024-12-23T08:52:55.384-0500,2025-09-11T15:08:29.072-0400,,,,,0,,,,,0,,3.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10234', 'value': 'On Hold', 'id': '10234'}"
HT-413,DigiFi S5 M3| Co-applicant TLP Experience and Task Completion,,04 Problem Discovery,On Hold,2025-06-24T12:23:38.933-0400,2025-09-11T14:55:51.850-0400,2025-06-24T12:29:52.365-0400,,11.19,11.19,0,,,,,0,,3.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10234', 'value': 'On Hold', 'id': '10234'}"
HT-491,Title Insurance (Hub),,05 Solution Discovery,On Track,2025-07-31T17:13:21.100-0400,2025-09-11T13:34:22.525-0400,2025-07-31T17:13:51.787-0400,,5.87,5.87,0,,,,,0,,4.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10233', 'value': 'On Track', 'id': '10233'}"
HT-533,Funding & Buybox | CF HT Assets II,,04 Problem Discovery,On Track,2025-09-09T13:35:15.962-0400,2025-09-11T10:10:52.350-0400,2025-09-10T13:59:07.037-0400,,0.04,0.04,0,,,,,0,,,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10233', 'value': 'On Track', 'id': '10233'}"
HT-512,Digifi S9 | Reggora integration support,,06 Build,At Risk,2025-08-26T14:50:19.594-0400,2025-09-11T09:54:03.358-0400,2025-08-26T14:52:27.436-0400,2025-08-26T14:57:41.824-0400,0.0,0.0,0,2025-08-26T14:57:41.824-0400,,2.17,2.17,0,,3.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10232', 'value': 'At Risk', 'id': '10232'}"
HT-349,DocMagic SOW | Unlicensed product needs,,05 Solution Discovery,On Track,2025-05-07T11:26:32.160-0400,2025-09-11T09:50:32.976-0400,2025-05-07T11:30:07.210-0400,,18.05,18.05,0,,,,,0,,,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10233', 'value': 'On Track', 'id': '10233'}"
HT-488,Digifi S18 | DocMagic/Digifi integration (IDD and Contract Gen),,05 Solution Discovery,On Track,2025-07-30T13:23:56.104-0400,2025-09-11T09:47:46.843-0400,2025-07-30T13:34:25.486-0400,,6.04,6.04,0,,,,,0,,,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10233', 'value': 'On Track', 'id': '10233'}"
HT-386,HTDC | Macroeconomy Growth Tool & Landing Page,,05 Solution Discovery,On Track,2025-06-04T14:10:55.617-0400,2025-09-11T00:01:28.987-0400,2025-06-04T14:11:20.153-0400,,14.03,14.03,0,,,,,0,,,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10233', 'value': 'On Track', 'id': '10233'}"
HT-75,Homeowner Action Items MVP,asigel@hometap.com,05 Solution Discovery,Off Track,2024-09-12T13:09:24.334-0400,2025-09-11T00:01:11.407-0400,,,,,0,,,,,0,,4.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10231', 'value': 'Off Track', 'id': '10231'}"
HT-156,HTDC | Investor Microsite,,06 Build,Off Track,2024-10-29T10:13:47.941-0400,2025-09-11T00:01:11.105-0400,2024-10-29T10:14:41.156-0400,,45.2,45.2,0,,,,,0,,2.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10231', 'value': 'Off Track', 'id': '10231'}"
HT-175,Copy of Quick win: Prevent Account Enumeration,,06 Build,On Track,2024-11-13T12:50:55.149-0500,2025-09-11T00:01:10.532-0400,,,,,0,2024-11-13T12:50:56.197-0500,,43.04,43.04,0,,2.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10233', 'value': 'On Track', 'id': '10233'}"
HT-348,LOS S4 | Auto-Generate Estimate,,06 Build,On Track,2025-05-06T17:27:56.594-0400,2025-09-11T00:01:10.140-0400,2025-05-06T17:44:11.611-0400,2025-07-14T12:46:15.402-0400,9.83,9.83,0,2025-07-14T12:46:15.402-0400,,8.33,8.33,0,,4.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10233', 'value': 'On Track', 'id': '10233'}"
HT-204,Hybrid CX: Early Stage Planning,,05 Solution Discovery,On Track,2024-12-06T13:47:07.254-0500,2025-09-11T00:01:10.073-0400,2024-12-09T16:42:12.736-0500,,39.3,39.3,0,,,,,0,,5.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10233', 'value': 'On Track', 'id': '10233'}"
HT-147,"LOS S4 | Auto-Generate Estimate, IM approval",,02 Generative Discovery,On Track,2024-10-18T09:26:51.842-0400,2025-09-11T00:01:10.041-0400,,,,,0,,,,,0,,3.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10233', 'value': 'On Track', 'id': '10233'}"
HT-268,Test idea,,04 Problem Discovery,Mystery,2025-01-30T12:21:14.138-0500,2025-09-11T00:01:09.691-0400,2025-02-03T15:20:51.468-0500,,31.31,31.31,0,,,,,0,,,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10236', 'value': 'Mystery', 'id': '10236'}"
HT-343,LOS S2 | Appraisal Type Selection,,04 Problem Discovery,On Track,2025-05-02T14:29:38.598-0400,2025-09-11T00:01:09.629-0400,2025-05-07T14:35:03.211-0400,,18.03,18.03,0,,,,,0,,2.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10233', 'value': 'On Track', 'id': '10233'}"
HT-333,DigiFi S5 M2| Co-Applicant addition --> verification,,06 Build,On Track,2025-04-21T11:57:09.945-0400,2025-09-11T00:01:09.141-0400,2025-04-21T12:14:13.672-0400,2025-06-17T16:30:47.292-0400,8.17,8.17,0,2025-06-17T16:30:47.292-0400,,12.16,12.16,0,,5.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10233', 'value': 'On Track', 'id': '10233'}"
HT-322,DigiFi S10| Qualia Integration,,05 Solution Discovery,On Track,2025-04-04T15:05:08.585-0400,2025-09-11T00:01:08.687-0400,,,,,0,,,,,0,,2.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10233', 'value': 'On Track', 'id': '10233'}"
HT-329,Vanessa N/A Lead Test,,02 Generative Discovery,On Track,2025-04-09T15:55:51.064-0400,2025-09-11T00:01:08.614-0400,2025-04-09T15:57:20.662-0400,,22.02,22.02,0,,,,,0,,,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10233', 'value': 'On Track', 'id': '10233'}"
HT-364,S1 | UAT and Feedback,,06 Build,On Track,2025-05-21T15:14:52.572-0400,2025-09-11T00:01:08.247-0400,2025-05-21T15:20:21.455-0400,2025-09-03T16:26:47.989-0400,15.01,15.01,0,2025-09-03T16:26:47.989-0400,,1.02,1.02,0,,2.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10233', 'value': 'On Track', 'id': '10233'}"
HT-382,LHEI variables,,04 Problem Discovery,At Risk,2025-06-03T12:12:05.996-0400,2025-09-11T00:01:07.097-0400,2025-06-11T14:20:56.478-0400,,13.03,13.03,0,,,,,0,,,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10232', 'value': 'At Risk', 'id': '10232'}"
HT-390,LOS S9 | Webhook Handler for Reggora Events,,06 Build,Off Track,2025-06-06T14:43:34.508-0400,2025-09-11T00:01:06.739-0400,2025-06-06T14:54:22.473-0400,2025-08-06T12:51:44.331-0400,8.7,8.7,0,2025-08-06T12:51:44.331-0400,,5.04,5.04,0,,3.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10231', 'value': 'Off Track', 'id': '10231'}"
HT-383,Next Gen LLM OCR,,02 Generative Discovery,On Track,2025-06-03T12:51:36.525-0400,2025-09-11T00:01:06.676-0400,,,,,0,,,,,0,,,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10233', 'value': 'On Track', 'id': '10233'}"
HT-366,S2 | Completion of To-Dos Generated by Application,,06 Build,On Track,2025-05-21T15:32:08.072-0400,2025-09-11T00:01:06.614-0400,2025-05-21T15:34:31.559-0400,2025-08-19T09:10:00.171-0400,12.82,12.82,0,2025-08-19T09:10:00.171-0400,,3.21,3.21,0,,3.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10233', 'value': 'On Track', 'id': '10233'}"
HT-373,AI | Fluree Evaluation,,06 Build,On Track,2025-05-27T14:39:57.744-0400,2025-09-11T00:01:06.171-0400,2025-06-04T14:43:25.069-0400,2025-07-16T13:20:14.217-0400,5.99,5.99,0,2025-07-16T13:20:14.217-0400,,8.04,8.04,0,,3.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10233', 'value': 'On Track', 'id': '10233'}"
HT-415,DigiFi S5 M5| Co-applicant Addition and Removal Functionality,,05 Solution Discovery,On Track,2025-06-24T12:41:38.260-0400,2025-09-11T00:01:05.132-0400,2025-06-24T12:43:59.494-0400,,11.19,11.19,0,,,,,0,,3.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10233', 'value': 'On Track', 'id': '10233'}"
HT-442,Homeowner Knowledge Check,asigel@hometap.com,05 Solution Discovery,Mystery,2025-06-30T14:26:54.899-0400,2025-09-11T00:01:04.911-0400,2025-06-30T14:31:40.026-0400,,10.32,10.32,0,,,,,0,,,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10236', 'value': 'Mystery', 'id': '10236'}"
HT-525,S3 | Unified Home Val API - Surface Home Val in all Key Places,,05 Solution Discovery,On Track,2025-09-03T09:53:01.334-0400,2025-09-11T00:01:04.433-0400,2025-09-03T10:02:34.980-0400,,1.06,1.06,0,,,,,0,,3.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10233', 'value': 'On Track', 'id': '10233'}"
HT-482,Homeowner Hub Phase 1 - Logo Update,,06 Build,On Track,2025-07-29T14:15:11.961-0400,2025-09-11T00:01:04.319-0400,2025-07-29T14:57:28.225-0400,2025-09-04T13:27:05.710-0400,5.28,5.28,0,2025-09-04T13:27:05.710-0400,,0.9,0.9,0,,2.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10233', 'value': 'On Track', 'id': '10233'}"
HT-463,S3 | Expand Self-Disclosed Value Experience,,06 Build,At Risk,2025-07-08T10:07:49.077-0400,2025-09-11T00:01:04.248-0400,2025-07-08T10:12:21.998-0400,2025-07-29T10:40:45.563-0400,3.0,3.0,0,2025-07-29T10:40:45.563-0400,,6.2,6.2,0,,3.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10232', 'value': 'At Risk', 'id': '10232'}"
HT-398,Improve Document Upload To-Do Modals,,05 Solution Discovery,On Track,2025-06-17T12:02:10.148-0400,2025-09-11T00:01:04.194-0400,2025-06-17T12:06:30.369-0400,,12.19,12.19,0,,,,,0,,2.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10233', 'value': 'On Track', 'id': '10233'}"
HT-438,Non-MD LHEI Req | Co-Applicant Access to Documents,,02 Generative Discovery,On Track,2025-06-27T16:16:02.448-0400,2025-09-11T00:01:04.125-0400,2025-07-02T09:36:13.347-0400,,10.06,10.06,0,,,,,0,,,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10233', 'value': 'On Track', 'id': '10233'}"
HT-392,LOS S9 | Service to Handle ClearEdge Documents,,05 Solution Discovery,On Track,2025-06-06T14:45:40.049-0400,2025-09-11T00:01:04.096-0400,2025-06-06T14:57:43.572-0400,2025-07-16T15:06:41.053-0400,5.72,5.72,0,2025-07-16T15:06:41.053-0400,,8.03,8.03,0,,3.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10233', 'value': 'On Track', 'id': '10233'}"
HT-475,LOS S17 | Offer & Signing Date,,06 Build,On Track,2025-07-17T17:11:06.878-0400,2025-09-11T00:01:04.090-0400,2025-08-06T14:17:53.006-0400,2025-09-10T09:15:39.152-0400,4.97,4.97,0,2025-09-10T09:15:39.152-0400,,0.06,0.06,0,,3.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10233', 'value': 'On Track', 'id': '10233'}"
HT-530,DigiFi Task Assignment Logic & Behavior,,02 Generative Discovery,On Track,2025-09-08T13:06:17.831-0400,2025-09-11T00:01:04.089-0400,2025-09-08T13:06:45.850-0400,,0.33,0.33,0,,,,,0,,,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10233', 'value': 'On Track', 'id': '10233'}"
HT-391,LOS S9 | Service to Handle FraudGuard Documents,,04 Problem Discovery,On Track,2025-06-06T14:44:25.669-0400,2025-09-11T00:01:03.997-0400,2025-06-06T14:49:03.870-0400,,13.75,13.75,0,,,,,0,,3.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10233', 'value': 'On Track', 'id': '10233'}"
HT-534,Marketing | Lead Value Score Model - FICO Version,,05 Solution Discovery,On Track,2025-09-09T14:51:31.885-0400,2025-09-11T00:01:02.383-0400,2025-09-10T10:26:52.792-0400,,0.06,0.06,0,,,,,0,,,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10233', 'value': 'On Track', 'id': '10233'}"
HT-502,"Inquiry | Login CTA ""Quick Win""",,06 Build,Off Track,2025-08-14T13:08:24.599-0400,2025-09-11T00:01:02.316-0400,2025-08-14T13:23:16.689-0400,2025-08-19T11:55:37.094-0400,0.71,0.71,0,2025-08-19T11:55:37.094-0400,,3.19,3.19,0,,2.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10231', 'value': 'Off Track', 'id': '10231'}"
HT-481,HTDC | Rebrand,,06 Build,On Track,2025-07-28T13:16:44.760-0400,2025-09-11T00:01:02.165-0400,2025-07-29T14:49:55.088-0400,2025-08-28T15:34:54.456-0400,4.29,4.29,0,2025-08-28T15:34:54.456-0400,,1.88,1.88,0,,1.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10233', 'value': 'On Track', 'id': '10233'}"
HT-527,Setpoint | SFTP Push for Analytics,,04 Problem Discovery,On Track,2025-09-03T15:09:11.909-0400,2025-09-11T00:01:02.054-0400,2025-09-10T10:41:22.455-0400,,0.06,0.06,0,,,,,0,,1.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10233', 'value': 'On Track', 'id': '10233'}"
HT-479,Test Item,asigel@hometap.com,02 Generative Discovery,On Track,2025-07-28T10:46:01.844-0400,2025-09-11T00:01:02.010-0400,2025-07-28T10:46:16.718-0400,,6.34,6.34,0,,,,,0,,1.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10233', 'value': 'On Track', 'id': '10233'}"
HT-526,HTDC | Cost of Homeownership Calculator Landing Page,,02 Generative Discovery,On Track,2025-09-03T14:02:35.026-0400,2025-09-11T00:01:01.952-0400,2025-09-04T14:44:24.110-0400,,0.89,0.89,0,,,,,0,,1.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10233', 'value': 'On Track', 'id': '10233'}"
HT-492,Update Default HPA,asigel@hometap.com,06 Build,At Risk,2025-08-05T12:53:46.085-0400,2025-09-11T00:01:01.915-0400,2025-08-27T14:16:03.968-0400,2025-08-27T14:23:43.924-0400,0.0,0.0,0,2025-08-27T14:23:43.924-0400,,2.03,2.03,0,,1.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10232', 'value': 'At Risk', 'id': '10232'}"
HT-505,HTDC | Update HEI Copy,,05 Solution Discovery,On Track,2025-08-18T14:54:22.152-0400,2025-09-11T00:01:01.910-0400,2025-09-04T14:43:00.771-0400,,0.89,0.89,0,,,,,0,,1.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10233', 'value': 'On Track', 'id': '10233'}"
HT-523,LOS S14 | Expose Flood Zone Data to DigiFi,,06 Build,On Track,2025-09-02T11:42:15.579-0400,2025-09-11T00:01:01.903-0400,,,,,0,2025-09-02T11:43:41.914-0400,,1.19,1.19,0,,,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10233', 'value': 'On Track', 'id': '10233'}"
HT-528,S3 | AVM Repulls and .pdf Generation (DigiFi Support),,06 Build,On Track,2025-09-03T15:23:31.713-0400,2025-09-11T00:01:01.898-0400,2025-09-03T15:24:11.224-0400,2025-09-09T11:17:39.517-0400,0.83,0.83,0,2025-09-09T11:17:39.517-0400,,0.19,0.19,0,,2.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10233', 'value': 'On Track', 'id': '10233'}"
HT-515,Homeowner Hub Phase 2 - Color Update,,05 Solution Discovery,On Track,2025-08-27T07:48:44.994-0400,2025-09-11T00:01:01.824-0400,2025-08-27T07:51:15.039-0400,,2.07,2.07,0,,,,,0,,,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10233', 'value': 'On Track', 'id': '10233'}"
HT-490,DigiFi S10 | Title Workflows,,02 Generative Discovery,On Track,2025-07-31T17:06:23.924-0400,2025-09-11T00:01:01.730-0400,2025-07-31T17:07:38.273-0400,,5.87,5.87,0,,,,,0,,,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10233', 'value': 'On Track', 'id': '10233'}"
HT-487,Digifi S19 | Leverage Setpoint in Digifi,,04 Problem Discovery,On Hold,2025-07-30T13:21:42.646-0400,2025-09-10T16:26:04.886-0400,2025-07-30T13:34:52.568-0400,,6.04,6.04,0,,,,,0,,,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10234', 'value': 'On Hold', 'id': '10234'}"
HT-355,Update BlackKnight report to include all investments,,07 Beta,On Hold,2025-05-13T09:02:32.638-0400,2025-09-10T14:39:00.902-0400,2025-05-13T09:18:52.951-0400,2025-05-14T14:42:42.674-0400,0.17,0.17,0,2025-05-14T14:42:42.674-0400,,17.03,17.03,0,,2.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10234', 'value': 'On Hold', 'id': '10234'}"
HT-417,Inquiry | Automate Prior Adverse Event DQs,,02 Generative Discovery,On Hold,2025-06-27T13:34:26.583-0400,2025-09-10T11:30:07.295-0400,2025-07-10T11:03:29.696-0400,,8.91,8.91,0,,,,,0,,,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10234', 'value': 'On Hold', 'id': '10234'}"
HT-345,Marketing/Capital | Equity Refresh Analysis,,04 Problem Discovery,On Hold,2025-05-06T11:08:08.502-0400,2025-09-10T11:28:31.121-0400,2025-05-21T14:00:03.948-0400,,16.04,16.04,0,,,,,0,,4.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10234', 'value': 'On Hold', 'id': '10234'}"
HT-399,AI | Homechat for Capital ,,07 Beta,On Track,2025-06-18T12:56:24.221-0400,2025-09-10T11:24:47.458-0400,2025-07-29T13:43:41.213-0400,2025-08-06T13:56:17.120-0400,1.14,1.14,0,2025-08-06T13:56:17.120-0400,,5.04,5.04,0,,2.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10233', 'value': 'On Track', 'id': '10233'}"
HT-245,"DigiFi S6-7 | Non-Applicant Closing Participants (NTS, POA, Trustee)",,06 Build,On Hold,2025-01-10T09:37:05.130-0500,2025-09-09T14:38:12.064-0400,2025-03-19T16:11:01.986-0400,,25.02,25.02,0,,,,,0,,4.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10234', 'value': 'On Hold', 'id': '10234'}"
HT-501,HTDC | Landing Pages Social Proof Test,,07 Beta,On Track,2025-08-14T10:46:32.234-0400,2025-09-09T13:55:46.874-0400,2025-08-27T07:56:33.653-0400,2025-08-27T07:57:53.937-0400,0.0,0.0,0,2025-08-27T07:57:53.937-0400,2025-09-02T11:07:28.102-0400,0.88,0.88,0,,1.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10233', 'value': 'On Track', 'id': '10233'}"
HT-531,Hub Operations on Invested Tracks,,02 Generative Discovery,On Hold,2025-09-08T14:10:10.467-0400,2025-09-09T13:47:24.132-0400,2025-09-08T14:10:34.750-0400,,0.32,0.32,0,,,,,0,,,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10234', 'value': 'On Hold', 'id': '10234'}"
HT-462,S3 | AVM .pdf (Application Webhooks),,07 Beta,Complete,2025-07-08T10:05:18.067-0400,2025-09-09T11:16:59.977-0400,2025-07-08T10:07:08.783-0400,2025-08-06T14:16:16.053-0400,4.17,4.17,0,2025-08-06T14:16:16.053-0400,2025-09-09T10:52:10.703-0400,4.84,4.84,0,,3.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10235', 'value': 'Complete', 'id': '10235'}"
HT-464,S3 | Define RHV & BHV Behavior,,07 Beta,Complete,2025-07-08T10:12:41.013-0400,2025-09-09T11:16:58.268-0400,2025-07-08T10:16:47.795-0400,2025-07-22T10:44:57.849-0400,2.0,2.0,0,2025-07-22T10:44:57.849-0400,2025-08-19T10:45:54.943-0400,4.0,4.0,0,,2.0,,"{'self': 'https://hometap.atlassian.net/rest/api/3/customFieldOption/10235', 'value': 'Complete', 'id': '10235'}"
